generation,individual_id,notebook_type,state,reserved_shot,epochs,validation_split,activation_func,loss_func,optimizer_func,outlier_cutoff,num_conv2d_layers,num_dense_layers,conv2d_neurons,conv2d_size,dense_layer_neurons,max_pooling_size,early_stopping_patience,early_stopping_min_delta,mape
1,76abd37e-329c-43be-8c27-52c03f086b29,untrimmed,1,119671,20,0.1,sigmoid,mae,rmsprop,82.0,1,2,[64],"[(8, 8)]","[8, 8]","(4, 4)",5,0.001,6.85014386534561
1,a7b4d7ab-0efd-40f6-9b29-ec278eeb0dde,untrimmed,1,119671,40,0.15,tanh,mae,adam,92.0,2,3,"[16, 32]","[(3, 3), (3, 3)]","[16, 8, 32]","(4, 4)",30,0.01,3.5999266884198953
1,6cb95c03-a459-4f83-9c42-8019d15999a1,trimmed,3,119671,40,0.2,sigmoid,mse,adam,100.0,2,3,"[32, 32]","[(8, 8), (8, 8)]","[8, 8, 32]","(2, 2)",30,0.02,22.67173870583516
