generation,individual_id,notebook_type,state,reserved_shot,epochs,validation_split,activation_func,loss_func,optimizer_func,outlier_cutoff,num_conv2d_layers,num_dense_layers,conv2d_neurons,conv2d_size,dense_layer_neurons,max_pooling_size,early_stopping_patience,early_stopping_min_delta,mape
1,e657d6af-7696-436a-adbe-6d68ed4042db,trimmed,2,114458,10,0.3,sigmoid,mse,sgd,98.0,2,1,"[32, 16]","[(3, 3), (3, 3)]",[64],"(2, 2)",25,0.005,19.2775404642155
1,9930a0a2-50ff-4811-84c0-c27a306278de,trimmed,2,114458,25,0.1,sigmoid,mse,adam,84.0,2,1,"[16, 8]","[(4, 4), (3, 3)]",[64],"(3, 3)",20,0.005,16.83192961516041
1,68130b71-67b2-4722-9606-060f2e50ecf8,trimmed,2,114458,15,0.25,sigmoid,mse,sgd,90.0,2,3,"[32, 64]","[(5, 5), (3, 3)]","[16, 64, 8]","(3, 3)",15,0.005,18.12936323794318
1,e62f551b-f022-4ad2-8155-9a9be5a254bc,untrimmed,2,114458,30,0.1,relu,mae,adam,94.0,2,2,"[8, 16]","[(7, 7), (5, 5)]","[8, 8]","(2, 2)",15,0.05,8.724420130652545
1,c55e1524-3c22-4a51-aaee-a47e963dd7dd,trimmed,2,114458,30,0.3,sigmoid,mse,rmsprop,92.0,3,3,"[32, 64, 32]","[(8, 8), (8, 8), (5, 5)]","[32, 32, 32]","(4, 4)",5,0.01,18.4524611274764
1,fc25ee63-cab2-4f34-b77b-fb30e0f78dac,trimmed,2,114458,15,0.2,sigmoid,mse,rmsprop,90.0,3,1,"[64, 32, 8]","[(5, 5), (7, 7), (3, 3)]",[32],"(4, 4)",25,0.02,18.229318349386055
1,825e48e0-9db4-4635-8605-ca5c6bca1832,trimmed,2,114458,35,0.1,sigmoid,mae,rmsprop,98.0,1,1,[64],"[(5, 5)]",[16],"(2, 2)",25,0.001,20.03945192806613
1,e2d76e4d-c49b-438e-b23d-8885c9b2059c,trimmed,2,114458,15,0.3,relu,mse,sgd,92.0,1,1,[64],"[(4, 4)]",[16],"(2, 2)",25,0.01,18.532625290503223
1,3d90fbf0-5e21-475c-a708-9164f93105c1,untrimmed,2,114458,25,0.15,relu,mse,adam,92.0,3,2,"[32, 32, 8]","[(7, 7), (5, 5), (7, 7)]","[16, 64]","(2, 2)",10,0.05,10.263955680960677
1,ac029d97-f622-419c-932b-4dd4560f03f8,trimmed,2,114458,10,0.2,sigmoid,mse,rmsprop,92.0,1,3,[8],"[(7, 7)]","[32, 32, 8]","(3, 3)",5,0.05,18.397369519437177
1,1f7a3f3b-a648-45c8-b1dd-3775b7d12568,untrimmed,2,114458,25,0.1,relu,mae,sgd,82.0,1,2,[64],"[(5, 5)]","[16, 64]","(3, 3)",10,0.02,7.423563116211719
1,18eb7d33-4bf2-49e6-8868-ba5a008b2aca,trimmed,2,114458,35,0.15,sigmoid,mae,rmsprop,100.0,1,3,[64],"[(7, 7)]","[8, 8, 8]","(2, 2)",5,0.02,21.86431977824153
1,329d2af3-4ee0-4ff4-9a1a-48fbf577d667,trimmed,2,114458,20,0.2,tanh,mse,rmsprop,98.0,3,3,"[32, 8, 8]","[(7, 7), (3, 3), (7, 7)]","[64, 16, 32]","(4, 4)",30,0.005,19.34610446516978
1,54734414-9bb9-4634-b301-42bb6285ff3f,untrimmed,2,114458,15,0.25,sigmoid,mae,rmsprop,80.0,1,3,[64],"[(8, 8)]","[8, 16, 32]","(2, 2)",30,0.05,14.642583296275733
1,2cf9cca9-5008-4072-aecc-009da15111f0,untrimmed,2,114458,20,0.2,tanh,mse,rmsprop,86.0,1,1,[8],"[(7, 7)]",[64],"(4, 4)",10,0.005,9.161097494485333
1,d1fe7e89-d017-4599-9774-0770f963d069,trimmed,2,114458,30,0.2,tanh,mse,adam,100.0,3,3,"[32, 32, 8]","[(7, 7), (5, 5), (3, 3)]","[8, 8, 64]","(2, 2)",20,0.05,21.61006152064462
1,4b48f8c8-c659-4a5d-ab15-458b422402b0,trimmed,2,114458,10,0.1,tanh,mse,sgd,86.0,1,3,[16],"[(3, 3)]","[32, 16, 8]","(3, 3)",25,0.005,17.503821963400707
1,ef7fb052-4ea3-4a7f-8cdd-b85c808f9a53,untrimmed,2,114458,25,0.3,sigmoid,mse,sgd,96.0,3,3,"[64, 8, 8]","[(4, 4), (4, 4), (7, 7)]","[16, 32, 64]","(3, 3)",10,0.01,17.040184013435997
1,429926e6-fb70-42b4-983a-e6ddb87ac504,untrimmed,2,114458,25,0.15,sigmoid,mae,adam,86.0,3,1,"[16, 32, 32]","[(3, 3), (3, 3), (4, 4)]",[8],"(4, 4)",15,0.02,8.041884564981778
1,e3b0b3d3-37b7-432d-a5ab-ae0446baf7bd,untrimmed,2,114458,15,0.1,sigmoid,mse,sgd,84.0,1,3,[8],"[(5, 5)]","[16, 32, 32]","(3, 3)",20,0.001,15.890828114772507
1,394df102-8eb4-4ad7-92db-a59c01cdf1a7,untrimmed,2,114458,30,0.15,sigmoid,mae,rmsprop,88.0,1,1,[8],"[(5, 5)]",[32],"(3, 3)",30,0.01,8.348954010972946
1,b6de50d1-de9c-4f5a-8d2f-7773e95e478f,trimmed,2,114458,20,0.1,tanh,mse,adam,88.0,1,2,[16],"[(4, 4)]","[8, 8]","(2, 2)",10,0.05,17.585256366485847
1,94ba179e-6761-445d-9d6e-9cd49cc25ed5,untrimmed,2,114458,10,0.2,tanh,mae,rmsprop,98.0,2,3,"[16, 64]","[(7, 7), (4, 4)]","[16, 8, 16]","(4, 4)",15,0.02,7.380402315878058
1,13214993-debb-4ce5-a97b-83f59570cfa8,trimmed,2,114458,30,0.25,sigmoid,mae,sgd,96.0,2,3,"[32, 16]","[(4, 4), (5, 5)]","[16, 16, 64]","(4, 4)",25,0.001,19.445262953833797
1,32ad7acb-01ad-4f3f-b4fc-45cdc0c54eb4,trimmed,2,114458,30,0.25,tanh,mae,adam,82.0,2,2,"[32, 32]","[(3, 3), (7, 7)]","[8, 16]","(4, 4)",5,0.02,16.58007112788748
1,fbdc75f2-77e1-4f6a-beb6-4157b0babee2,untrimmed,2,114458,20,0.1,tanh,mse,rmsprop,96.0,1,2,[32],"[(8, 8)]","[8, 64]","(3, 3)",20,0.05,12.653709820766878
1,24648ab9-0049-4637-8333-6e563bbe1217,untrimmed,2,114458,20,0.15,relu,mae,sgd,80.0,1,1,[16],"[(5, 5)]",[16],"(3, 3)",30,0.01,7.505869631141401
1,91ce569e-1527-4c1b-b542-3e833fd336b0,trimmed,2,114458,10,0.25,relu,mse,rmsprop,82.0,1,3,[16],"[(8, 8)]","[8, 32, 64]","(2, 2)",25,0.02,17.783058386363564
1,ac757c8b-f8a9-4aab-bcba-6ae6a37a9ff6,untrimmed,2,114458,20,0.25,sigmoid,mse,adam,80.0,3,3,"[32, 32, 64]","[(3, 3), (7, 7), (7, 7)]","[32, 16, 64]","(2, 2)",10,0.02,15.760377800689621
1,b32b3795-7bc1-479c-8a2f-5c9610f8e5cc,untrimmed,2,114458,30,0.1,tanh,mse,adam,92.0,1,3,[64],"[(8, 8)]","[16, 16, 16]","(4, 4)",15,0.005,7.268853846196452
1,f616f550-74c9-4803-bd49-a19bdcce2ad3,trimmed,2,114458,15,0.2,relu,mse,sgd,100.0,2,2,"[8, 64]","[(7, 7), (3, 3)]","[32, 16]","(2, 2)",10,0.02,21.80958834735979
1,8fb3f88a-799e-4544-b69d-25315e361e5d,trimmed,2,114458,20,0.25,tanh,mae,rmsprop,92.0,1,1,[8],"[(8, 8)]",[32],"(4, 4)",25,0.001,18.127310539011372
1,c9d63ef0-f314-4805-ab23-a3d227512929,untrimmed,2,114458,35,0.1,relu,mae,sgd,96.0,3,3,"[32, 8, 64]","[(7, 7), (5, 5), (7, 7)]","[8, 64, 32]","(2, 2)",15,0.01,8.032176040984867
1,01ab3de8-24c6-4d76-b039-554122d52619,untrimmed,2,114458,35,0.1,sigmoid,mse,adam,98.0,3,3,"[8, 32, 8]","[(7, 7), (5, 5), (7, 7)]","[16, 16, 64]","(2, 2)",5,0.02,15.731265574353548
1,531b3d7d-5c16-4ce4-be0e-2e35abc8b9ad,trimmed,2,114458,15,0.25,sigmoid,mse,sgd,80.0,3,2,"[8, 16, 8]","[(3, 3), (4, 4), (7, 7)]","[64, 64]","(2, 2)",5,0.01,16.37894004594345
1,26749faf-a5d4-4df8-b128-6178c6f9c835,untrimmed,2,114458,35,0.3,relu,mae,rmsprop,90.0,3,2,"[64, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 16]","(2, 2)",5,0.005,6.040864264131687
1,5ee4785a-c175-4086-8509-b47729b32326,untrimmed,2,114458,25,0.2,sigmoid,mse,rmsprop,86.0,2,1,"[16, 32]","[(4, 4), (7, 7)]",[16],"(3, 3)",30,0.01,16.038138301029953
1,80aec7dc-9d2c-4788-9536-cf239a15c673,untrimmed,2,114458,35,0.3,tanh,mse,adam,82.0,1,2,[32],"[(5, 5)]","[32, 32]","(3, 3)",20,0.02,8.170451113095428
1,db6634e2-f88d-43cd-ab95-8674e62a4d46,untrimmed,2,114458,35,0.2,sigmoid,mae,adam,86.0,1,3,[32],"[(3, 3)]","[16, 32, 64]","(4, 4)",15,0.001,14.53168137877471
1,561bb2f7-54fa-490c-ac6b-32cb18ee16c7,trimmed,2,114458,35,0.3,relu,mae,adam,86.0,3,2,"[8, 16, 32]","[(3, 3), (7, 7), (3, 3)]","[64, 32]","(3, 3)",20,0.01,17.55117928530297
1,862f9d72-2502-4e19-9011-e4fef6ea29ba,trimmed,2,114458,30,0.25,tanh,mae,sgd,84.0,3,3,"[64, 8, 64]","[(5, 5), (7, 7), (8, 8)]","[64, 64, 64]","(4, 4)",5,0.005,16.6144595321159
1,6eaf7d8e-58ca-4b88-80d3-948de4fdabec,trimmed,2,114458,20,0.3,tanh,mse,rmsprop,84.0,1,3,[16],"[(7, 7)]","[16, 32, 16]","(4, 4)",15,0.01,16.755770362792436
1,9e4ef232-4737-4491-a2d5-7fa011fecefe,untrimmed,2,114458,35,0.3,sigmoid,mae,sgd,90.0,2,2,"[16, 16]","[(8, 8), (8, 8)]","[64, 64]","(3, 3)",20,0.01,14.496327105046555
1,03846466-63f0-49f9-a865-f025f710471d,untrimmed,2,114458,35,0.25,sigmoid,mse,adam,94.0,1,3,[16],"[(8, 8)]","[16, 32, 64]","(4, 4)",10,0.05,16.065376659682602
1,3831bc78-e269-4bbd-982e-0ee99962ed7a,trimmed,2,114458,20,0.3,relu,mae,adam,100.0,3,3,"[64, 32, 64]","[(8, 8), (3, 3), (7, 7)]","[64, 64, 32]","(4, 4)",5,0.01,22.149999111217475
1,5c7f419f-a18c-4563-94ad-63dac2e8bd2e,trimmed,2,114458,30,0.3,relu,mse,rmsprop,96.0,2,3,"[16, 64]","[(8, 8), (7, 7)]","[64, 32, 64]","(2, 2)",20,0.005,18.079300423581564
1,462d95ec-dca7-4586-8e59-3b1d17d7bbd4,untrimmed,2,114458,35,0.1,tanh,mse,sgd,94.0,1,2,[8],"[(8, 8)]","[32, 64]","(2, 2)",20,0.001,10.45605674202095
1,7ca31d47-c5ff-41f7-934d-98477c0b817d,trimmed,2,114458,35,0.15,relu,mse,rmsprop,98.0,2,2,"[32, 64]","[(7, 7), (4, 4)]","[16, 32]","(4, 4)",15,0.005,19.286165033661213
1,41286ad1-d431-40fd-a6ab-9ccd449f0ac1,trimmed,2,114458,35,0.3,tanh,mse,rmsprop,92.0,2,2,"[8, 32]","[(5, 5), (4, 4)]","[32, 64]","(3, 3)",15,0.001,18.06925621960821
1,076a7a09-bd14-4266-9456-727b93fd2b09,trimmed,2,114458,35,0.3,tanh,mae,rmsprop,96.0,1,1,[8],"[(7, 7)]",[16],"(4, 4)",25,0.001,19.140231479138798
2,9b1c9a76-84b7-4694-9b92-da0e9071a9e4,untrimmed,2,114458,10,0.2,tanh,mae,rmsprop,98.0,2,3,"[16, 64]","[(7, 7), (4, 4)]","[16, 8, 16]","(4, 4)",15,0.02,6.590115443521008
2,239d49c1-85b6-44c0-9fba-ee7608106685,untrimmed,2,114458,20,0.15,relu,mae,sgd,80.0,1,1,[16],"[(5, 5)]",[16],"(3, 3)",30,0.01,7.6542438082391
2,d680a55b-852a-453c-9c4a-b0a3a10b4336,untrimmed,2,114458,25,0.1,relu,mae,sgd,82.0,1,2,[64],"[(5, 5)]","[16, 64]","(3, 3)",10,0.02,7.308830564365188
2,4e2d0f76-0b4f-4af2-bd83-1389c9bc17c9,untrimmed,2,114458,30,0.1,tanh,mse,adam,92.0,1,3,[64],"[(8, 8)]","[16, 16, 16]","(4, 4)",15,0.005,7.194963394475584
2,a86f1ff1-bbb8-4918-aa43-c35103369342,untrimmed,2,114458,25,0.1,relu,mse,adam,92.0,1,3,[64],"[(8, 8)]","[16, 64, 8]","(3, 3)",10,0.02,8.488890601914195
2,95bec430-f68d-46ec-87d3-88eff5a0ed6e,untrimmed,2,114458,35,0.3,relu,mae,rmsprop,90.0,3,2,"[64, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 16]","(2, 2)",5,0.005,6.853103813524493
2,f12593d0-2474-43fc-8369-94d06aff7961,untrimmed,2,114458,35,0.1,relu,mae,sgd,96.0,3,3,"[32, 8, 64]","[(7, 7), (5, 5), (7, 7)]","[8, 64, 32]","(2, 2)",15,0.01,7.834597897645888
2,09b786f4-65bf-40ab-881e-54c14354e548,untrimmed,2,114458,25,0.1,relu,mae,sgd,82.0,3,2,"[64, 32, 64]","[(5, 5), (3, 3), (7, 7)]","[16, 64]","(2, 2)",15,0.02,6.732958485866511
2,769cb370-e17d-40e5-9179-45b39165182a,untrimmed,2,114458,35,0.3,relu,mae,rmsprop,90.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 16, 32]","(2, 2)",5,0.005,6.332561644338387
2,1beec0c6-006a-4032-a486-6695339678cf,untrimmed,2,114458,35,0.1,relu,mae,sgd,96.0,1,2,[32],"[(7, 7)]","[8, 64]","(3, 3)",15,0.01,7.076690009959396
2,dcf4bc99-36d6-48cf-a1e7-76cb1e4a76e5,untrimmed,2,114458,20,0.15,relu,mse,adam,92.0,1,1,[16],"[(5, 5)]",[16],"(3, 3)",15,0.01,7.284862149983705
2,719b84c2-c6f0-42f0-9bac-b566af64cbe1,untrimmed,2,114458,20,0.15,relu,mae,rmsprop,90.0,1,2,[64],"[(7, 7)]","[8, 16]","(2, 2)",30,0.005,7.966778108070689
2,23f22094-b2c9-4fa6-ba9d-299b4d73586b,untrimmed,2,114458,30,0.1,tanh,mae,adam,96.0,3,3,"[32, 8, 64]","[(7, 7), (5, 5), (7, 7)]","[8, 64, 32]","(2, 2)",15,0.005,5.711342676131502
2,5594b5b1-de20-4c42-9db6-34bb3e701ffe,untrimmed,2,114458,25,0.15,relu,mae,sgd,82.0,1,1,[64],"[(5, 5)]",[16],"(3, 3)",30,0.01,7.0283928023912425
2,2d476038-d6d3-435b-a8ea-576de91050ed,untrimmed,2,114458,10,0.3,tanh,mae,rmsprop,98.0,2,2,"[64, 64]","[(7, 7), (4, 4)]","[16, 16]","(4, 4)",5,0.02,7.882884331585176
2,9e93119e-9938-484f-9e62-d4389a7bc908,untrimmed,2,114458,30,0.2,tanh,mse,adam,92.0,2,3,"[64, 64]","[(8, 8), (4, 4)]","[16, 8, 16]","(4, 4)",15,0.02,7.276362994542504
2,fa36fb0c-d648-4ac4-994e-1a56b615f092,untrimmed,2,114458,25,0.1,relu,mse,sgd,82.0,1,2,[16],"[(5, 5)]","[16, 8]","(3, 3)",10,0.02,9.388419869876993
2,3114b58c-2ac7-46fe-a4dc-de77847437d4,untrimmed,2,114458,25,0.3,relu,mae,rmsprop,90.0,3,2,"[64, 64, 8]","[(5, 5), (4, 4), (4, 4)]","[16, 16]","(2, 2)",5,0.005,6.391552203584773
2,54431f8f-8fb9-4bb6-b68f-03b65dc6aa16,untrimmed,2,114458,25,0.1,relu,mae,sgd,96.0,3,3,"[64, 16, 64]","[(5, 5), (5, 5), (7, 7)]","[16, 64, 32]","(3, 3)",10,0.01,7.369334335417232
2,5a58b4a2-d80f-451f-bbe5-ded1893a2cfc,untrimmed,2,114458,30,0.2,tanh,mae,rmsprop,92.0,1,3,[64],"[(8, 8)]","[16, 8, 16]","(4, 4)",15,0.02,7.091137400260205
2,f61dd585-7ae2-4a7c-8e82-e6e0cb59f9c5,untrimmed,2,114458,30,0.1,tanh,mse,adam,92.0,1,3,[64],"[(8, 8)]","[16, 8, 16]","(4, 4)",15,0.02,9.597875741782822
2,4d62706a-3686-4df6-bb7c-2cecbadcd998,untrimmed,2,114458,10,0.1,tanh,mae,sgd,82.0,1,3,[16],"[(7, 7)]","[16, 8, 16]","(3, 3)",15,0.02,11.810416683086732
2,76f2f584-ec07-4592-98d6-6ee3c15313fc,untrimmed,2,114458,30,0.1,relu,mse,sgd,82.0,1,3,[64],"[(5, 5)]","[16, 16, 64]","(3, 3)",15,0.02,7.71175252435229
2,1af1babb-0af5-46c0-a4d8-dbd52d30ffc0,untrimmed,2,114458,25,0.1,relu,mae,sgd,96.0,1,3,[32],"[(7, 7)]","[16, 64, 32]","(3, 3)",15,0.02,6.873501330773485
2,05b2024e-4573-48ed-9719-53301095ae4b,untrimmed,2,114458,20,0.15,relu,mae,sgd,80.0,1,2,[64],"[(5, 5)]","[16, 64]","(3, 3)",30,0.01,7.304453616573917
2,1d89063c-f34c-4fab-8ddb-f62095f15741,untrimmed,2,114458,25,0.1,tanh,mse,sgd,82.0,1,3,[64],"[(8, 8)]","[16, 64, 64]","(4, 4)",15,0.02,10.276222546250011
2,698419eb-0bb1-4850-a9e5-2a02094c7b80,untrimmed,2,114458,25,0.1,relu,mae,sgd,92.0,1,2,[64],"[(5, 5)]","[16, 64]","(3, 3)",10,0.005,7.3965117792473185
2,640fe801-2faa-47ce-97d3-6a875f1f0d57,untrimmed,2,114458,35,0.15,relu,mae,sgd,80.0,1,1,[64],"[(7, 7)]",[8],"(2, 2)",30,0.01,7.518296684325859
2,4748b5a3-aa81-4195-8e25-8eb5005c1bb9,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.02,6.5717964340584025
2,235ba792-074e-4d55-a14b-ec5571ea55c4,untrimmed,2,114458,35,0.1,relu,mae,sgd,98.0,3,3,"[16, 64, 64]","[(7, 7), (4, 4), (8, 8)]","[16, 64, 32]","(2, 2)",15,0.01,6.647322189098738
