generation,individual_id,notebook_type,state,reserved_shot,epochs,validation_split,activation_func,loss_func,optimizer_func,outlier_cutoff,num_conv2d_layers,num_dense_layers,conv2d_neurons,conv2d_size,dense_layer_neurons,max_pooling_size,early_stopping_patience,early_stopping_min_delta,mape
4,7684470b-c8b4-4231-ac3e-21f65439ff37,untrimmed,2,114458,30,0.1,tanh,mae,adam,90.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 16, 32]","(2, 2)",15,0.005,5.388851764934759
4,304de6bc-b6a8-4f2c-8238-3f917b53b5e7,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (3, 3)]","[8, 8, 32]","(4, 4)",10,0.01,5.758620095492072
4,11bf7285-ee3b-4f95-b68f-abf0458025aa,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 16]","(4, 4)",15,0.01,5.167670786135615
4,f6b95c85-a962-4edf-acec-f58e3a6646d9,untrimmed,2,114458,30,0.3,tanh,mae,adam,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 64, 16]","(4, 4)",15,0.005,5.087555957488371
4,aaec1a6a-cf3f-49a5-a617-65faf6914a16,untrimmed,2,114458,35,0.1,tanh,mae,adam,98.0,3,3,"[32, 16, 8]","[(7, 7), (7, 7), (5, 5)]","[8, 64, 16]","(2, 2)",15,0.005,5.55006353766159
4,589ea9c9-fbf2-4cff-acdf-2b79fb74912c,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,2,3,"[32, 64]","[(7, 7), (4, 4)]","[8, 8, 16]","(4, 4)",15,0.01,5.6412726943349005
4,c932415f-a388-40ef-a5b7-7041e4115086,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,98.0,2,3,"[32, 8]","[(7, 7), (7, 7)]","[8, 64, 32]","(2, 2)",15,0.005,6.282471821471888
4,0039304a-3946-4553-b386-e5990e9d1abe,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,90.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(2, 2)",15,0.005,5.2529665705694475
4,8fa402e1-08e4-4a57-a2b3-44021b0d0c96,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,90.0,3,3,"[64, 64, 8]","[(8, 8), (4, 4), (4, 4)]","[8, 16, 32]","(2, 2)",15,0.005,5.51083306486138
5,029b9309-de8b-469f-8636-6714fb28630c,untrimmed,2,114458,30,0.3,tanh,mae,adam,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 64, 16]","(4, 4)",15,0.005,5.394617295232334
5,6a5679bb-c0e1-4d23-9aeb-4235cdb2c962,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 16]","(4, 4)",15,0.01,5.883886228931425
5,9ff02267-4c31-4a8b-bf26-9e2b53b3740f,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.338594023762984
5,a16e1fe4-a54e-4251-a1c6-69f46e666973,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 8, 32]","(4, 4)",15,0.005,5.476044109833716
5,1d2fb30b-1865-47a8-ab60-46e235962ea1,untrimmed,2,114458,35,0.1,tanh,mae,adam,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.662111526237567
5,b8dc35e3-00ef-4009-b787-49b05d3bb7d5,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.340947260853163
5,c08d4583-b49a-4c9d-a63a-f44353c8cb4e,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.01,5.570627352674412
5,a560e529-8ee8-4320-bda6-832589b48240,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (3, 3)]","[8, 8, 32]","(4, 4)",15,0.005,5.233904333819976
5,8571d273-4ac1-4aa1-89e1-ae4ec8676de2,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.297280165117027
5,d2c83287-5568-4f91-94dc-f512f537a643,untrimmed,2,114458,30,0.1,tanh,mae,adam,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 64, 32]","(4, 4)",15,0.005,5.077517776422953
5,282859c0-9126-4d12-9af1-24464fe45d2c,untrimmed,2,114458,30,0.3,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 64, 16]","(4, 4)",15,0.005,5.65887455027198
5,54f39e21-508f-4d23-bf55-79f9adb0aa16,untrimmed,2,114458,35,0.1,tanh,mae,adam,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.777373949688191
5,f9209a43-7a18-4df1-bf8c-b273665cd27c,untrimmed,2,114458,30,0.3,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 16]","(4, 4)",15,0.005,5.6304056102234075
5,aff435b8-d591-4045-938b-ce48fce0749e,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.192764445843901
5,072667b6-35e6-48de-a3a3-30d370b15969,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.520245720129235
5,e89d19e0-9fb9-4c9e-9f0c-01ba5642cadf,untrimmed,2,114458,25,0.1,tanh,mae,adam,98.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 8, 32]","(4, 4)",15,0.005,5.463541536772276
5,fd1e47c2-1615-4809-bfa5-3a6fda963267,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.264822933279083
5,8dadc033-9ee6-413c-b384-f102122e1fd8,untrimmed,2,114458,35,0.1,tanh,mae,adam,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.01,5.6670984102532085
5,d3918e5d-eb2f-4f41-a973-b7dd07daeaca,untrimmed,2,114458,35,0.3,tanh,mae,adam,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.190808853645047
5,925b65b6-6ae6-446e-a916-2549b2f04411,untrimmed,2,114458,35,0.1,tanh,mae,adam,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.196040604028621
5,b7a5f3da-591e-4030-a52b-3b0d91a774e3,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 8, 32]","(4, 4)",15,0.005,5.287086082999219
5,71e4207e-719b-4399-9de1-0580024cd127,untrimmed,2,114458,30,0.3,tanh,mae,adam,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 64, 32]","(4, 4)",15,0.005,5.388517644787515
5,7fdf1bbb-9a17-4c8b-8299-eb4a991b2117,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.2684694549471605
5,e492ad55-84f0-4ef0-a0ce-5180d7c91632,untrimmed,2,114458,35,0.3,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 64, 16]","(4, 4)",15,0.005,6.147219560962573
5,23116899-eff9-4b93-891b-13236402625b,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 16]","(4, 4)",15,0.005,5.024759217574564
5,d6cd1031-bf54-4b0a-b143-f0861f524cbb,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 16]","(4, 4)",15,0.01,6.189030836196016
5,e63a0ea6-bd51-475d-b464-ade72276ef23,untrimmed,2,114458,30,0.3,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 16]","(4, 4)",15,0.01,6.072669536253013
5,fedc2796-471c-4469-8d1c-1237e3660d38,untrimmed,2,114458,35,0.1,tanh,mae,adam,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.292545499232653
5,89240af8-7782-434d-89df-cd4da96f7cfd,untrimmed,2,114458,35,0.1,tanh,mae,adam,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.00917909580322
5,453482dc-a55c-4314-879a-42da82bd6878,untrimmed,2,114458,35,0.1,tanh,mae,adam,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 8, 32]","(4, 4)",15,0.005,5.496527435066666
5,edd818b2-25d0-490c-abb2-e2394a563c70,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.156214507083999
5,b6723d12-737f-436a-a9af-78e0275064f2,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.11851535434765
5,5bbe4605-b999-4c54-9414-d33aa2d0bb48,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.419228644060295
5,e8fa6152-f82f-4342-ac6b-46d0d62914be,untrimmed,2,114458,35,0.1,tanh,mae,adam,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 8, 32]","(4, 4)",15,0.005,5.297496239939177
5,3ebb10f7-de10-489c-bb31-6c833ab66bc0,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.097592888007695
5,5b0d8fac-75c1-45e8-968f-417b1047a8b8,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.191042425022026
5,ae8283c0-5120-4b21-aefd-f4c804c14776,untrimmed,2,114458,30,0.3,tanh,mae,adam,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.363152788672945
5,cc6d624b-0e36-42f1-b28d-b9853e622a86,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,2,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[64, 8]","(4, 4)",15,0.005,5.847143990832695
5,fa845602-8f07-4b8a-be76-63a9cca673a1,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.137677121042998
5,2dda598d-59db-44fa-8820-ac01c118504e,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.01,5.691248619153612
5,d7ef166a-63c0-4844-8296-c947272bd120,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 64, 16]","(4, 4)",15,0.005,5.1855175475429265
5,ac0a21d8-0533-4af3-84ac-e35f31e58e67,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.01,5.964285948712678
5,59304fe2-4169-4708-b148-5709e08be590,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.06284453092102
5,1987796c-10a9-4f20-b58a-440d41f926e0,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.005,5.175562066476398
5,8be0b769-d67a-4d7f-a7cc-fd654e4017f9,untrimmed,2,114458,30,0.3,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (4, 4)]","[8, 64, 16]","(4, 4)",15,0.005,5.477382621861359
5,03bf0116-b44d-40eb-9681-73b2deece554,untrimmed,2,114458,30,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 64, 16]","(4, 4)",15,0.005,5.384257906456856
5,720e0d4f-8c62-4a7e-baaa-df1adbd6df94,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,98.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 16]","(4, 4)",15,0.005,5.126112188434673
5,4c751907-8c31-4137-831a-4bb1513fff3e,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 64]","[(7, 7), (4, 4), (7, 7)]","[8, 8, 32]","(4, 4)",15,0.01,5.251678525440504
5,b6fe663c-518f-48dd-af1f-03a3b16a0ce1,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,3,3,"[32, 64, 8]","[(7, 7), (4, 4), (3, 3)]","[8, 8, 32]","(4, 4)",15,0.005,5.640589978165322
5,87e1d21a-112a-4a54-907d-ed3001f0b5eb,untrimmed,2,114458,35,0.1,tanh,mae,rmsprop,92.0,2,3,"[32, 64]","[(7, 7), (8, 8)]","[8, 8, 32]","(4, 4)",15,0.005,5.376870488954149
